UCDEL	UCCONO	UCPROD	UCFUNM	UCTUNM	UCOPER	UCCVFA	UCF001
I	10	7528	LI 	GAL	D	3.7854000	                                      
I	10	7528	GAL	LI 	M	3.7854000	                                      
I	10	7185	GAL	OZ 	M	128.0000000	                                      
I	10	7105	GAL	OZ 	M	128.0000000	                                      
I	10	7105	OZ 	GAL	D	128.0000000	                                      
I	10	7127	CAS	GAL	M	3.0000000	                                      
I	10	7127	GAL	CAS	D	3.0000000	                                      
I	10	8565	GAL	LBS	M	7.5605536	                                      
I	10	8565	LBS	GAL	D	7.5605536	                                      
I	10	7350	GAL	LBS	M	7.0195000	                                      
I	10	7350	LBS	GAL	D	7.0195000	                                      
I	10	7212	LBS	GAL	D	7.3748000	                                      
I	10	4241	LBS	GAL	D	5.7570000	                                      
I	10	4241	GAL	LBS	M	5.7570000	                                      
I	10	7819	LBS	KG 	D	2.2046000	                                      
I	10	7819	KG 	LBS	M	2.2046000	                                      
I	10	5020	GAL	LBS	M	6.2430000	                                      
I	10	5020	LBS	GAL	D	6.2430000	                                      
D	10	5020	GAL	GAL	M	10.0000000	                                      
D	10	7819	LBS	PAL	M	0.0285500	                                      
 	10	7819	PAL	LBS	D	0.0285500	                                      
 	10	7819	GAL	PAL	D	5.0000000	                                      
 	10	7819	PAL	GAL	M	5.0000000	                                      
I	10	7193	PAL	LBS	D	0.0285500	                                      
I	10	7193	LBS	PAL	M	0.0285500	                                      
 	10	7193	GAL	PAL	D	5.0000000	                                      
I	10	7205	LBS	GAL	D	7.1120000	                                      
I	10	7205	GAL	LBS	M	7.1120000	                                      
I	10	6315	GAL	LBS	M	7.0340000	                                      
I	10	6315	LBS	GAL	D	7.0340000	                                      
I	10	6316	GAL	LBS	M	7.0800000	                                      
I	10	6316	LBS	GAL	D	7.0800000	                                      
I	10	7206	GAL	LBS	M	7.0404000	                                      
I	10	7206	LBS	GAL	D	7.0404000	                                      
I	10	7931	GAL	LBS	M	7.1700000	                                      
I	10	7931	LBS	GAL	D	7.1700000	                                      
I	10	4127	LBS	KG 	D	2.2046000	                                      
I	10	4129	LBS	KG 	D	2.2046000	                                      
I	10	4129	KG 	LBS	M	2.2046000	                                      
I	10	4127	KG 	LBS	M	2.2046000	                                      
I	10	4115	LBS	KG 	D	2.2046000	                                      
I	10	4115	KG 	LBS	M	2.2046000	                                      
I	10	4115	KG 	GAL	D	2.9844525	                                      
I	10	4115	GAL	KG 	M	2.9844525	                                      
I	10	7110	LBS	GAL	D	7.1211000	                                      
I	10	7110	GAL	LBS	M	7.1211000	                                      
I	10	0570	LBS	GAL	D	8.6004000	                                      
I	10	0570	GAL	LBS	M	8.6004000	                                      
I	10	9631	LBS	GAL	D	8.4707000	                                      
I	10	9631	GAL	LBS	M	8.4707000	                                      
I	10	7390	LBS	GAL	D	7.2214000	                                      
I	10	7390	GAL	LBS	M	7.2214000	                                      
I	10	9633	LBS	GAL	D	8.4320000	                                      
I	10	9633	GAL	LBS	M	8.4340000	                                      
I	10	7290	GAL	LBS	M	7.4493000	                                      
I	10	7290	LBS	GAL	D	7.4493000	                                      
I	10	117V	LBS	GAL	D	8.0000000	                                      
I	10	117V	GAL	LBS	M	8.0000000	                                      
I	10	6308	GAL	LBS	M	7.1040000	                                      
I	10	6308	LBS	GAL	D	7.1040000	                                      
I	10	6304	GAL	LBS	M	7.1200000	                                      
I	10	6304	LBS	GAL	D	7.1200000	                                      
I	10	6302	GAL	LBS	M	7.1450000	                                      
I	10	6302	LBS	GAL	D	7.1450000	                                      
I	10	8136	LBS	GAL	D	6.7110000	                                      
I	10	8136	GAL	LBS	M	6.7110000	                                      
 	10	4421	DRM	LBS	M	412.0000000	                                      
 	10	4421	LBS	DRM	D	412.0000000	                                      
I	10	7142	GAL	LBS	M	7.1737000	                                      
I	10	7142	LBS	GAL	D	7.1737000	                                      
I	10	7143	LBS	GAL	D	7.1600000	                                      
I	10	7143	GAL	LBS	M	7.1600000	                                      
 	10	7916	CAS	GAL	M	3.0000000	                                      
I	10	7701	GAL	LBS	M	7.4200000	                                      
I	10	7701	LBS	GAL	D	7.4200000	                                      
I	10	6313	GAL	LBS	M	7.0200000	                                      
I	10	6313	LBS	GAL	D	7.0200000	                                      
I	10	4118	GAL	LBS	M	6.7427000	                                      
I	10	4118	LBS	GAL	D	6.7427000	                                      
I	10	4315	GAL	LBS	M	7.2149000	                                      
I	10	4315	LBS	GAL	D	7.2149000	                                      
I	10	4324	GAL	LBS	M	7.2957000	                                      
I	10	4324	LBS	GAL	D	7.2957000	                                      
I	10	4775	GAL	LBS	M	7.1000000	                                      
I	10	4775	LBS	GAL	D	7.1000000	                                      
I	10	4777	GAL	LBS	M	7.1000000	                                      
I	10	4777	LBS	GAL	D	7.1000000	                                      
I	10	7770	LBS	GAL	D	7.1250000	                                      
I	10	7770	GAL	LBS	M	7.1250000	                                      
I	10	7771	LBS	GAL	D	7.1960000	                                      
I	10	7771	GAL	LBS	M	7.1960000	                                      
I	10	7772	LBS	GAL	D	7.1700000	                                      
I	10	7772	GAL	LBS	M	7.1700000	                                      
I	10	7500	LBS	GAL	D	7.2302000	                                      
I	10	7500	GAL	LBS	M	7.2302000	                                      
I	10	153V	LBS	GAL	D	7.5000000	                                      
I	10	153V	GAL	LBS	M	7.5000000	                                      
I	10	7389	GAL	LBS	M	7.0615000	                                      
I	10	7389	LBS	GAL	D	7.0615000	                                      
I	10	7933	LBS	GAL	D	7.5980000	                                      
I	10	7933	GAL	LBS	M	7.5980000	                                      
 	10	7710	GAL	PAL	D	5.0000000	                                      
 	10	7710	PAL	GAL	M	5.0000000	                                      
 	10	7710	PAL	PAL	M	1.0000000	                                      
I	10	7707	LBS	GAL	D	7.3841000	                                      
I	10	7707	GAL	LBS	M	7.3841000	                                      
I	10	7105	LBS	GAL	D	8.3984000	                                      
I	10	7105	GAL	LBS	M	8.3984000	                                      
I	10	7312	GAL	LBS	M	7.0111100	                                      
I	10	7312	LBS	GAL	D	7.0111100	                                      
I	10	7064	GAL	LBS	M	7.2883000	                                      
I	10	7064	LBS	GAL	D	7.2883000	                                      
I	10	7423	LBS	GAL	D	7.0827000	                                      
I	10	7423	GAL	LBS	M	7.0827000	                                      
I	10	7527	GAL	LBS	M	7.2614000	                                      
I	10	7527	LBS	GAL	D	7.2614000	                                      
I	10	8177	LBS	GAL	D	6.7120000	                                      
I	10	8177	GAL	LBS	M	6.7120000	                                      
I	10	7109	GAL	LBS	M	7.1211000	                                      
I	10	7109	LBS	GAL	D	7.1211000	                                      
I	10	7876	LBS	GAL	D	8.4290000	                                      
I	10	7876	GAL	LBS	M	8.4290000	                                      
I	10	7113	GAL	QTS	M	4.0000000	                                      
I	10	7113	QTS	GAL	D	4.0000000	                                      
 	10	7127	GAL	QTS	M	4.0000000	                                      
 	10	7127	QTS	GAL	D	4.0000000	                                      
I	10	7249	LBS	GAL	D	7.3109000	                                      
I	10	7249	GAL	LBS	M	7.3109000	                                      
 	10	7030	QTS	GAL	D	4.0000000	                                      
 	10	7030	GAL	QTS	D	4.0000000	                                      
I	10	4314	LBS	GAL	D	7.3841000	                                      
I	10	4314	GAL	LBS	M	7.3841000	                                      
I	10	7950	GAL	LBS	M	6.3929000	                                      
I	10	7950	LBS	GAL	D	6.9329000	                                      
 	10	7925	QTS	GAL	D	4.0000000	                                      
 	10	7925	GAL	QTS	M	4.0000000	                                      
I	10	7262	LBS	GAL	D	7.3290000	                                      
I	10	7262	GAL	LBS	M	7.3290000	                                      
I	10	4129	GAL	KG 	M	3.7854118	                                      
I	10	4129	KG 	GAL	D	3.7854118	                                      
I	10	7940	GAL	LBS	M	7.3000000	                                      
I	10	7940	LBS	GAL	D	7.3000000	                                      
I	10	4774	LBS	GAL	D	7.1168000	                                      
I	10	4774	GAL	LBS	M	7.1168000	                                      
I	10	7506	LI 	GAL	D	3.7854000	                                      
I	10	7506	GAL	LI 	M	3.7854000	                                      
I	10	7507	GAL	LI 	M	3.7854000	                                      
I	10	7507	LI 	GAL	D	3.7854000	                                      
I	10	8098	GAL	LI 	M	3.7854000	                                      
I	10	8098	LI 	GAL	D	3.7854000	                                      
I	10	8098	LBS	GAL	D	7.3702000	                                      
I	10	8098	GAL	LBS	M	7.3702000	                                      
 	10	0329	222	LBS	M	6.4300000	                                      
 	10	0329	WWW	LBS	M	6.4300000	                                      
 	10	0329	WWW	SSS	M	6.4300000	                                      
I	10	7178	GAL	LBS	M	7.1040000	                                      
I	10	7178	LBS	GAL	D	7.1040000	                                      
I	10	7139	LBS	GAL	D	7.3979000	                                      
I	10	7139	GAL	LBS	M	7.3979000	                                      
I	10	7767	GAL	LI 	M	3.7854000	                                      
I	10	7767	LI 	GAL	D	3.7854000	                                      
I	10	4134	GAL	LBS	M	6.4515000	                                      
I	10	4134	LBS	GAL	D	6.4515000	                                      
I	10	9119	LBS	GAL	D	7.3519000	                                      
I	10	9119	GAL	LBS	M	7.3519000	                                      
I	10	7732	GAL	LBS	M	7.4399000	                                      
I	10	7732	LBS	GAL	D	7.4399000	                                      
I	10	6893	LI 	GAL	D	3.7850000	                                      
I	10	6893	GAL	LI 	M	3.7850000	                                      
I	10	4548	GAL	LBS	M	6.9369000	                                      
I	10	4548	LBS	GAL	D	6.9369000	                                      
I	10	7263	LBS	GAL	D	7.3063000	                                      
I	10	7263	GAL	LBS	M	7.3063000	                                      
I	10	7794	LBS	GAL	D	7.2391000	                                      
I	10	7794	GAL	LBS	M	7.2391000	                                      
I	10	7799	LBS	GAL	D	7.2703000	                                      
I	10	7799	GAL	LBS	M	7.2703000	                                      
I	10	7926	GAL	LBS	M	7.1731000	                                      
I	10	7926	LBS	GAL	D	7.1731000	                                      
I	10	7351	LBS	GAL	D	7.1862000	                                      
I	10	7351	GAL	LBS	M	7.1862000	                                      
I	10	7780	LBS	GAL	D	7.4026000	                                      
I	10	7377	GAL	LBS	M	7.2125000	                                      
I	10	7377	LBS	GAL	D	7.2125000	                                      
 	10	7710	PAL	LBS	M	36.5315000	                                      
I	10	9300	GAL	LBS	M	7.2510000	                                      
I	10	9300	LBS	GAL	D	7.2510000	                                      
 	10	7129	QTS	GAL	D	4.0000000	                                      
 	10	7129	GAL	QTS	M	4.0000000	                                      
I	10	0400	LBS	GAL	D	7.3381000	                                      
I	10	0400	GAL	LBS	M	7.3381000	                                      
I	10	1003	LBS	GAL	D	7.6821000	                                      
I	10	1003	GAL	LBS	M	7.6821000	                                      
I	10	1933	LBS	GAL	D	7.1254000	                                      
I	10	1933	GAL	LBS	M	7.1254000	                                      
I	10	4325	LBS	GAL	D	7.1775000	                                      
I	10	4325	GAL	LBS	M	7.1775000	                                      
I	10	4460	LBS	GAL	D	6.9697000	                                      
I	10	4460	GAL	LBS	M	6.9697000	                                      
I	10	7212	GAL	LBS	M	7.3748000	                                      
I	10	7185	GAL	LBS	M	128.0000000	                                      
I	10	4660	GAL	LBS	M	7.1427000	                                      
I	10	4660	LBS	GAL	D	7.1427000	                                      
I	10	4660	BT2	GAL	M	0.0660000	                                      
I	10	4660	GAL	BT2	D	0.0660000	                                      
I	10	4660	BT5	GAL	M	0.1320000	                                      
I	10	4660	GAL	BT5	D	0.1320000	                                      
I	10	4550	GAL	LBS	M	6.8207000	                                      
I	10	4550	LBS	GAL	D	6.8207000	                                      
I	10	7397	LBS	GAL	D	7.4072000	                                      
I	10	7397	GAL	LBS	M	7.4072000	                                      
I	10	7723	LBS	GAL	D	7.4306000	                                      
I	10	7723	GAL	LBS	M	7.4306000	                                      
I	10	7529	GAL	LBS	M	7.3427000	                                      
I	10	7529	LBS	GAL	D	7.3427000	                                      
I	10	4551	LBS	GAL	D	6.9904000	                                      
I	10	4551	GAL	LBS	M	6.9904000	                                      
I	10	4327	LBS	GAL	D	7.0699000	                                      
I	10	4327	GAL	LBS	M	7.0699000	                                      
I	10	7120	GAL	LBS	M	7.4072000	                                      
I	10	7120	LBS	GAL	D	7.4072000	                                      
 	10	7931	Z11	GAL	M	0.5156250	                                      
 	10	7931	GAL	Z11	D	0.5156250	                                      
I	10	7931	OZ 	GAL	D	2.0625000	                                      
I	10	7931	GAL	OZ 	M	2.0625000	                                      
 	10	7931	Z24	GAL	M	2.0625000	                                      
 	10	7931	GAL	Z24	D	2.0625000	                                      
I	10	7196	GAL	CSQ	D	3.0000000	                                      
I	10	7196	CSQ	GAL	M	3.0000000	                                      
I	10	7196	GAL	CSG	D	4.0000000	                                      
I	10	7196	CSG	GAL	M	4.0000000	                                      
 	10	7194	GAL	CSQ	D	3.0000000	                                      
 	10	7194	CSQ	GAL	M	3.0000000	                                      
 	10	7194	GAL	CSG	D	4.0000000	                                      
 	10	7194	CSG	GAL	M	4.0000000	                                      
 	10	7933	GAL	Z11	D	0.5156250	                                      
 	10	7933	Z11	GAL	M	0.5156250	                                      
I	10	7933	GAL	Z24	D	2.0625000	                                      
I	10	7933	Z24	GAL	M	2.0625000	                                      
I	10	4459	LBS	KG 	M	0.4536000	                                      
I	10	4459	KG 	LBS	D	0.4536000	                                      
 	10	7365	QTS	GAL	D	4.0000000	                                      
 	10	7365	GAL	QTS	M	4.0000000	                                      
 	10	7916	GAL	CAS	D	3.0000000	                                      
I	10	4575	LBS	GAL	D	7.5736000	                                      
I	10	4575	GAL	LBS	M	7.5736000	                                      
I	10	6318	LBS	GAL	D	7.1126000	                                      
I	10	6318	GAL	LBS	M	7.1126000	                                      
I	10	7285	LBS	GAL	D	7.1168000	                                      
I	10	7285	GAL	LBS	M	7.1168000	                                      
I	10	7264	LBS	GAL	D	7.4026000	                                      
I	10	7264	GAL	LBS	M	7.4026000	                                      
I	10	7284	LBS	GAL	D	7.4306000	                                      
I	10	7284	GAL	LBS	M	7.4306000	                                      
I	10	7743	GAL	LBS	M	7.3748000	                                      
I	10	7743	LBS	GAL	D	7.3748000	                                      
I	10	7129	CAS	GAL	M	3.0000000	                                      
I	10	7129	GAL	CAS	D	3.0000000	                                      
I	10	7522	GAL	LBS	M	7.2435000	                                      
I	10	7522	LBS	GAL	D	7.2435000	                                      
I	10	7196	PAL	GAL	M	5.0000000	                                      
I	10	7196	GAL	PAL	D	5.0000000	                                      
I	10	9135	LBS	GAL	D	6.7815000	                                      
I	10	9135	GAL	LBS	M	6.7815000	                                      
I	10	9116	GAL	LBS	M	7.0869000	                                      
I	10	9116	LBS	GAL	D	7.0869000	                                      
I	10	7287	GAL	LBS	M	7.4026000	                                      
I	10	7287	LBS	GAL	D	7.4026000	                                      
I	10	7288	GAL	LBS	M	7.4072000	                                      
I	10	7288	LBS	GAL	D	7.4072000	                                      
I	10	7289	GAL	LBS	M	7.4166000	                                      
I	10	7289	LBS	GAL	D	7.4166000	                                      
 	10	7287	GAL	TOT	D	330.0000000	                                      
 	10	7287	TOT	GAL	M	330.0000000	                                      
I	10	7288	TOT	GAL	M	330.0000000	                                      
I	10	7288	GAL	TOT	D	330.0000000	                                      
 	10	7289	TOT	GAL	D	330.0000000	                                      
 	10	7289	GAL	TOT	M	330.0000000	                                      
I	10	1135	GAL	LBS	D	8.4180000	                                      
I	10	1135	LBS	GAL	M	8.4180000	                                      
 	10	7930	GAL	Z30	D	0.7925161	                                      
 	10	7930	Z30	GAL	M	0.7925161	                                      
 	10	7930	ML 	Z30	M	3000.0000000	                                      
 	10	7930	Z30	ML 	D	3000.0000000	                                      
 	10	7930	ML 	LI 	D	1000.0000000	                                      
 	10	7930	LI 	ML 	M	1000.0000000	                                      
 	10	7930	LI 	Z30	M	3.0000000	                                      
 	10	7930	Z30	LI 	D	3.0000000	                                      
 	10	7930	GAL	Z10	D	0.7912875	                                      
 	10	7930	Z10	GAL	M	0.7912875	                                      
 	10	7934	GAL	Z10	D	0.7912875	                                      
 	10	7934	Z10	GAL	M	0.7912875	                                      
 	10	7934	GAL	Z30	D	0.7925161	                                      
 	10	7934	Z30	GAL	M	0.7925161	                                      
 	10	7934	LI 	ML 	M	1000.0000000	                                      
 	10	7934	ML 	LI 	D	1000.0000000	                                      
 	10	7934	LI 	Z30	M	3.0000000	                                      
 	10	7934	Z30	LI 	D	3.0000000	                                      
 	10	7934	ML 	Z30	M	3000.0000000	                                      
 	10	7934	Z30	ML 	D	3000.0000000	                                      
I	10	4111	LBS	KG 	D	2.2046226	                                      
I	10	4111	KG 	LBS	M	2.2046226	                                      
I	10	4111	KG 	GAL	D	2.9295263	                                      
I	10	4111	GAL	KG 	M	2.9295263	                                      
I	10	7179	GAL	LBS	M	7.7477000	                                      
I	10	7179	LBS	GAL	D	7.7477000	                                      
I	10	7936	LBS	GAL	D	7.3933000	                                      
I	10	7936	GAL	LBS	M	7.3933000	                                      
 	10	7935	LI 	ML 	M	1000.0000000	                                      
 	10	7935	ML 	LI 	D	1000.0000000	                                      
 	10	7935	ML 	Z11	D	1952.0000000	                                      
 	10	7935	Z11	ML 	M	1952.0000000	                                      
 	10	7935	Z29	GAL	M	0.5151360	                                      
 	10	7935	GAL	Z29	D	0.5151360	                                      
 	10	7935	ML 	Z29	D	1950.0000000	                                      
 	10	7935	Z29	ML 	D	1950.0000000	                                      
 	10	7935	Z11	GAL	M	0.5156250	                                      
 	10	7935	GAL	Z11	D	0.5156250	                                      
 	10	7935	LI 	Z29	M	1.9500000	                                      
 	10	7935	Z29	LI 	D	1.9500000	                                      
I	10	7937	LBS	GAL	M	7.4587000	                                      
I	10	7937	GAL	LBS	D	7.4587000	                                      
I	10	4131	LBS	GAL	D	6.8285000	                                      
I	10	4131	GAL	LBS	M	6.8285000	                                      
I	10	7938	LBS	GAL	D	7.3887000	                                      
I	10	7938	GAL	LBS	M	7.3887000	                                      
 	10	7938	GAL	Z25	D	1.5000000	                                      
 	10	7938	Z25	GAL	M	1.5000000	                                      
I	10	4570	LBS	KG 	D	2.2020000	                                      
I	10	4570	KG 	LBS	M	2.2020000	                                      
I	10	4570	KG 	GAL	D	3.4230769	                                      
I	10	4570	GAL	KG 	M	3.4230769	                                      
I	10	7939	LBS	GAL	D	7.2990000	                                      
I	10	7939	GAL	LBS	M	7.2990000	                                      
I	10	1101	LBS	GAL	D	7.3109000	                                      
I	10	1101	GAL	LBS	M	7.3109000	                                      
I	10	7508	LBS	GAL	D	7.4166000	                                      
I	10	7508	GAL	LBS	M	7.4166000	                                      
I	10	4316	GAL	LBS	M	7.3473000	                                      
I	10	4316	LBS	GAL	D	7.3473000	                                      
I	10	4313	LBS	KG 	D	2.2046000	                                      
I	10	4313	KG 	LBS	M	2.2046000	                                      
I	10	4313	KG 	GAL	M	3.6259599	                                      
I	10	4313	GAL	KG 	D	3.6259599	                                      
 	10	7277	QTS	GAL	D	4.0000000	                                      
 	10	7277	GAL	QTS	M	4.0000000	                                      
 	10	7277	QTS	LBS	M	1.8352500	                                      
 	10	7277	LBS	QTS	D	1.8352500	                                      
I	10	4129	CAS	GAL	M	4.0000000	                                      
I	10	4129	GAL	CAS	D	4.0000000	                                      
I	10	7348	LBS	GAL	D	7.4919000	                                      
I	10	7348	GAL	LBS	M	7.4919000	                                      
I	10	7539	LBS	GAL	D	7.4026000	                                      
I	10	7539	GAL	LBS	M	7.4026000	                                      
I	10	7542	LBS	GAL	D	7.4635000	                                      
I	10	7542	GAL	LBS	M	7.4635000	                                      
I	10	4556	GAL	LBS	M	7.7173000	                                      
I	10	4556	LBS	GAL	D	7.7173000	                                      
 	10	4324	LBS	DRM	D	402.0000000	                                      
 	10	4324	DRM	LBS	M	402.0000000	                                      
I	10	1128	GAL	LBS	M	5.4654000	                                      
I	10	1128	LBS	GAL	D	5.4654000	                                      
I	10	1271	LBS	GAL	D	7.9836000	                                      
I	10	1271	GAL	LBS	M	7.9836000	                                      
I	10	4617	GAL	LBS	M	8.2171000	                                      
I	10	4617	LBS	GAL	D	8.2171000	                                      
I	10	7148	LBS	GAL	D	7.2435000	                                      
I	10	7148	GAL	LBS	M	7.2435000	                                      
I	10	7148	GAL	LI 	M	3.7854000	                                      
I	10	7148	LI 	GAL	D	3.7854000	                                      
I	10	7544	GAL	LI 	M	3.7854000	                                      
I	10	7544	LI 	GAL	D	3.7854000	                                      
I	10	7544	LBS	GAL	D	7.1557000	                                      
I	10	7544	GAL	LBS	M	7.1557000	                                      
I	10	7543	LBS	GAL	D	7.1297000	                                      
I	10	7543	GAL	LBS	M	7.1297000	                                      
I	10	7543	GAL	LI 	M	3.7854000	                                      
I	10	7543	LI 	GAL	D	3.7854000	                                      
I	10	7149	GAL	LI 	M	3.7854000	                                      
I	10	7149	LI 	GAL	D	3.7854000	                                      
I	10	7149	LBS	GAL	D	7.3564000	                                      
I	10	7149	GAL	LBS	M	7.3564000	                                      
 	10	7527	GAL	TOT	D	265.0000000	                                      
 	10	7527	TOT	GAL	M	265.0000000	                                      
I	10	4321	LBS	GAL	D	7.4352000	                                      
I	10	4321	GAL	LBS	M	7.4352000	                                      
I	10	7386	LBS	GAL	D	7.4259000	                                      
I	10	7386	GAL	LBS	M	7.4259000	                                      
I	10	8105	GAL	LBS	M	6.7082000	                                      
I	10	8105	LBS	GAL	D	6.7082000	                                      
I	10	8135	GAL	LBS	M	6.6968000	                                      
I	10	8135	LBS	GAL	D	6.6968000	                                      
I	10	8170	GAL	LBS	M	6.6968000	                                      
I	10	8170	LBS	GAL	D	6.6968000	                                      
 	10	7934	Z09	GAL	M	1.5843750	                                      
 	10	7934	GAL	Z09	D	1.5843750	                                      
 	10	7935	GAL	Z23	M	2.0625000	                                      
 	10	7935	Z23	GAL	D	2.0625000	                                      
I	10	7703	LBS	GAL	D	7.4587000	                                      
I	10	7703	GAL	LBS	M	7.4587000	                                      
I	10	6322	LBS	GAL	D	7.1168000	                                      
I	10	6322	GAL	LBS	M	7.1168000	                                      
I	10	5001	GAL	LBS	M	6.9987000	                                      
I	10	5001	LBS	GAL	D	6.9987000	                                      
I	10	6303	LBS	GAL	D	7.1211000	                                      
I	10	6303	GAL	LBS	M	7.1211000	                                      
I	10	6311	LBS	GAL	D	7.0657000	                                      
I	10	6311	GAL	LBS	M	7.0657000	                                      
I	10	6314	LBS	GAL	D	7.0912000	                                      
I	10	6314	GAL	LBS	M	7.0912000	                                      
I	10	6317	LBS	GAL	D	7.1040000	                                      
I	10	6317	GAL	LBS	M	7.1040000	                                      
I	10	7126	LBS	GAL	D	7.0615000	                                      
I	10	7126	GAL	LBS	M	7.0615000	                                      
I	10	7140	LBS	GAL	D	7.4212000	                                      
I	10	7140	GAL	LBS	M	7.4212000	                                      
I	10	7144	LBS	GAL	D	7.2658000	                                      
I	10	7144	GAL	LBS	M	7.2658000	                                      
I	10	7150	LBS	GAL	D	7.2793000	                                      
I	10	7150	GAL	LBS	M	7.2793000	                                      
I	10	7156	LBS	GAL	D	7.1384000	                                      
I	10	7156	GAL	LBS	M	7.1384000	                                      
I	10	7157	LBS	GAL	D	7.3427000	                                      
I	10	7157	GAL	LBS	M	7.3427000	                                      
I	10	7158	LBS	GAL	D	7.3154000	                                      
I	10	7158	GAL	LBS	M	7.3154000	                                      
I	10	7176	LBS	GAL	D	7.0657000	                                      
I	10	7176	GAL	LBS	M	7.0657000	                                      
I	10	7935	LBS	GAL	D	7.4587000	                                      
I	10	7935	GAL	LBS	M	7.4587000	                                      
I	10	4590	GAL	KG 	M	3.2884610	                                      
I	10	4590	KG 	GAL	D	3.2884610	                                      
I	10	4590	LBS	KG 	D	2.2046000	                                      
I	10	4590	KG 	LBS	M	2.2046000	                                      
 	10	7934	GAL	Z12	D	0.6601563	                                      
 	10	7934	Z12	GAL	M	0.6601563	                                      
 	10	7935	GAL	Z13	D	0.4296900	                                      
 	10	7935	Z13	GAL	M	0.4296900	                                      
 	29	7935	GAL	Z13	D	0.4296900	                                      
 	29	7935	Z13	GAL	M	0.4296900	                                      
I	10	4774	GAL	LI 	M	3.7854000	                                      
I	10	4774	LI 	GAL	D	3.7854000	                                      
I	10	7254	GAL	LBS	M	7.2214000	                                      
I	10	7254	LBS	GAL	D	7.2214000	                                      
I	10	7300	LBS	GAL	D	6.8523000	                                      
I	10	7300	GAL	LBS	M	6.8523000	                                      
I	10	7308	LBS	GAL	D	7.2838000	                                      
I	10	7308	GAL	LBS	M	7.2838000	                                      
 	10	7264	GAL	PAL	M	5.0000000	                                      
 	10	7264	PAL	GAL	D	5.0000000	                                      
I	10	7272	TOT	GAL	M	330.0000000	                                      
 	10	7352	GAL	CAS	M	3.0000000	                                      
 	10	7352	CAS	GAL	D	3.0000000	                                      
I	10	7372	LBS	GAL	D	7.3109000	                                      
I	10	7372	GAL	LBS	M	7.3109000	                                      
I	10	7394	GAL	LBS	M	7.2838000	                                      
I	10	7394	LBS	GAL	D	7.2838000	                                      
 	10	7583	PAL	GAL	M	5.0000000	                                      
 	10	7583	GAL	PAL	D	5.0000000	                                      
 	10	7584	PAL	GAL	M	5.2833000	                                      
 	10	7584	GAL	PAL	D	5.2833000	                                      
I	10	7708	GAL	LBS	M	7.4682000	                                      
I	10	7708	LBS	GAL	D	7.4682000	                                      
 	10	7710	LBS	PAL	D	36.5315000	                                      
 	10	4324	DRM	GAL	M	55.0000000	                                      
 	10	4324	GAL	DRM	M	55.0000000	                                      
 	10	4421	DRM	GAL	M	54.0000000	                                      
 	10	4421	GAL	DRM	D	54.0000000	                                      
 	10	7833	BAG	GAL	M	7.5205000	                                      
I	10	7833	GAL	BAG	D	7.5205000	                                      
I	10	4573	LBS	GAL	D	7.4919000	                                      
I	10	4573	GAL	LBS	M	7.4919000	                                      
I	10	4327	TOT	GAL	D	275.0000000	                                      
I	10	4327	GAL	TOT	M	275.0000000	                                      
 	10	7365	CSG	GAL	M	4.0000000	                                      
 	10	7365	GAL	CSG	D	4.0000000	                                      
 	10	7127	CSQ	GAL	M	3.0000000	                                      
 	10	7127	GAL	CSQ	D	3.0000000	                                      
 	10	7064	CSQ	GAL	M	3.0000000	                                      
 	10	7064	GAL	CSQ	D	3.0000000	                                      
I	10	7127	DRM	GAL	D	55.0000000	                                      
I	10	7127	GAL	DRM	M	55.0000000	                                      
 	10	7129	CSQ	GAL	M	3.0000000	                                      
 	10	7129	GAL	CSQ	D	3.0000000	                                      
 	10	7129	CSG	GAL	M	4.0000000	                                      
 	10	7129	GAL	CSG	D	4.0000000	                                      
 	10	7064	TOT	GAL	M	330.0000000	                                      
 	10	7064	GAL	TOT	D	330.0000000	                                      
 	10	7127	PAL	GAL	M	5.0000000	                                      
 	10	7127	GAL	PAL	D	5.0000000	                                      
 	10	7127	TOT	GAL	M	330.0000000	                                      
 	10	7127	GAL	TOT	M	330.0000000	                                      
 	10	7132	CSQ	GAL	M	3.0000000	                                      
 	10	7132	GAL	CSQ	D	3.0000000	                                      
 	10	7132	TOT	GAL	M	330.0000000	                                      
 	10	7132	GAL	TOT	D	330.0000000	                                      
 	10	7253	CSQ	GAL	M	3.0000000	                                      
 	10	7253	GAL	CSQ	D	3.0000000	                                      
 	10	7253	CSG	GAL	M	4.0000000	                                      
 	10	7253	GAL	CSG	D	4.0000000	                                      
 	10	7424	CSQ	GAL	M	3.0000000	                                      
 	10	7424	GAL	CSQ	D	3.0000000	                                      
 	10	7795	TOT	GAL	M	330.0000000	                                      
 	10	7795	GAL	TOT	D	330.0000000	                                      
 	10	7381	TOT	GAL	M	330.0000000	                                      
 	10	7381	GAL	TOT	D	330.0000000	                                      
 	10	7380	TOT	GAL	M	330.0000000	                                      
 	10	7380	GAL	TOT	D	330.0000000	                                      
I	10	7110	DRM	GAL	M	55.0000000	                                      
I	10	7110	GAL	DRM	D	55.0000000	                                      
 	10	7273	TOT	GAL	M	330.0000000	                                      
 	10	7273	GAL	TOT	D	330.0000000	                                      
 	10	7730	CSQ	GAL	M	3.0000000	                                      
 	10	7730	GAL	CSQ	D	3.0000000	                                      
 	10	7177	TOT	GAL	M	330.0000000	                                      
