UCDEL	UCCONO	UCPROD	UCFUNM	UCTUNM	UCOPER	UCCVFA	UCF001
 	10	0329	GAL	LBS	M	6.4300000	                                      
 	10	0329	LBS	GAL	D	6.4300000	                                      
 	10	0355	GAL	LBS	M	6.8100000	                                      
 	10	0355	LBS	GAL	D	6.8100000	                                      
I	10	0386	GAL	LBS	M	7.3280000	                                      
I	10	0386	LBS	GAL	D	7.3280000	                                      
 	10	0392	GAL	LBS	M	7.0890000	                                      
 	10	0392	LBS	GAL	D	7.0890000	                                      
 	10	0408	GAL	LBS	M	6.1640000	                                      
 	10	0408	LBS	GAL	D	6.1640000	                                      
 	10	0522	GAL	LBS	M	6.4300000	                                      
I	10	0528	GAL	LBS	M	7.3510000	                                      
I	10	0528	LBS	GAL	D	7.3510000	                                      
I	10	0530	GAL	LBS	M	7.4530000	                                      
I	10	0530	LBS	GAL	D	7.4530000	                                      
I	10	0568	GAL	LBS	M	7.4340000	                                      
I	10	0568	LBS	GAL	D	7.4340000	                                      
I	10	1153	GAL	LBS	M	7.7620000	                                      
I	10	1153	LBS	GAL	D	7.7620000	                                      
I	10	1156	GAL	LBS	M	7.4100000	                                      
I	10	1156	LBS	GAL	D	7.4100000	                                      
I	10	1172	GAL	LBS	M	8.2990000	                                      
I	10	1172	LBS	GAL	D	8.2990000	                                      
 	10	1176	GAL	LBS	M	8.0210000	                                      
 	10	1176	LBS	GAL	D	8.0210000	                                      
 	10	1177	GAL	LBS	M	8.0210000	                                      
 	10	1177	LBS	GAL	D	8.0210000	                                      
 	10	1178	GAL	LBS	M	8.0210000	                                      
 	10	1178	LBS	GAL	D	8.0210000	                                      
 	10	1179	GAL	LBS	M	8.0210000	                                      
 	10	1179	LBS	GAL	D	8.0210000	                                      
I	10	1215	GAL	LBS	M	7.2190000	                                      
I	10	1215	LBS	GAL	D	7.2910000	                                      
I	10	1220	GAL	LBS	M	7.2960000	                                      
I	10	1220	LBS	GAL	D	7.2960000	                                      
 	10	1224	GAL	LBS	M	7.3050000	                                      
 	10	1224	LBS	GAL	D	7.3050000	                                      
I	10	1303	GAL	LBS	M	7.2730000	                                      
I	10	1303	LBS	GAL	D	7.2730000	                                      
I	10	1730	GAL	LBS	M	6.3100000	                                      
I	10	1730	LBS	GAL	D	6.3100000	                                      
I	10	1905	GAL	LBS	M	6.9430000	                                      
I	10	1905	LBS	GAL	D	6.9430000	                                      
I	10	1914	GAL	LBS	M	7.4100000	                                      
I	10	1914	LBS	GAL	D	7.4100000	                                      
I	10	1920	GAL	LBS	M	7.4290000	                                      
I	10	1920	LBS	GAL	D	7.4290000	                                      
 	10	1927	GAL	LBS	M	7.1800000	                                      
 	10	1927	LBS	GAL	D	7.1800000	                                      
I	10	1928	GAL	LBS	M	7.3320000	                                      
I	10	1928	LBS	GAL	D	7.3320000	                                      
 	10	1929	GAL	LBS	M	7.2460000	                                      
 	10	1929	LBS	GAL	D	7.2460000	                                      
 	10	2019	GAL	LBS	M	8.0820000	                                      
 	10	2019	LBS	GAL	D	8.0820000	                                      
 	10	2122	GAL	LBS	M	7.9560000	                                      
 	10	2122	LBS	GAL	D	7.9560000	                                      
 	10	2123	GAL	LBS	M	8.2460000	                                      
 	10	2123	LBS	GAL	D	8.2460000	                                      
 	10	3374	GAL	LBS	M	6.4760000	                                      
 	10	3374	LBS	GAL	D	6.4760000	                                      
I	10	4101	GAL	LBS	M	5.4530000	                                      
I	10	4101	LBS	GAL	D	5.4530000	                                      
I	10	4102	GAL	LBS	M	5.9040000	                                      
I	10	4102	LBS	GAL	D	5.9040000	                                      
I	10	4104	GAL	LBS	M	6.1682000	                                      
I	10	4104	LBS	GAL	D	6.1682000	                                      
I	10	4106	GAL	LBS	M	6.7090000	                                      
I	10	4106	LBS	GAL	D	6.7090000	                                      
I	10	4107	GAL	LBS	M	6.1350000	                                      
I	10	4107	LBS	GAL	D	6.1350000	                                      
I	10	4108	GAL	LBS	M	6.5850000	                                      
I	10	4108	LBS	GAL	D	6.5850000	                                      
I	10	4110	GAL	LBS	M	6.7280000	                                      
I	10	4110	LBS	GAL	D	6.7280000	                                      
I	10	4111	GAL	LBS	M	6.4585000	                                      
I	10	4111	LBS	GAL	D	6.4585000	                                      
I	10	4112	GAL	LBS	M	6.5630000	                                      
I	10	4112	LBS	GAL	D	6.5630000	                                      
I	10	4113	GAL	LBS	M	6.4690000	                                      
I	10	4113	LBS	GAL	D	6.4690000	                                      
I	10	4114	GAL	LBS	M	6.5850000	                                      
I	10	4114	LBS	GAL	D	6.5850000	                                      
I	10	4116	GAL	LBS	M	6.7260000	                                      
I	10	4116	LBS	GAL	D	6.7260000	                                      
I	10	4117	GAL	LBS	M	6.8300000	                                      
I	10	4117	LBS	GAL	D	6.8300000	                                      
I	10	4119	GAL	LBS	M	6.9300000	                                      
I	10	4119	LBS	GAL	D	6.9300000	                                      
I	10	4126	GAL	LBS	M	6.4840000	                                      
I	10	4126	LBS	GAL	D	6.4840000	                                      
I	10	4127	GAL	LBS	M	6.8700000	                                      
I	10	4127	LBS	GAL	D	6.8700000	                                      
I	10	4128	GAL	LBS	M	6.7900000	                                      
I	10	4128	LBS	GAL	D	6.7900000	                                      
 	10	4130	GAL	LBS	M	6.5820000	                                      
 	10	4130	LBS	GAL	D	6.5820000	                                      
I	10	4132	GAL	LBS	M	6.7280000	                                      
I	10	4132	LBS	GAL	D	6.7280000	                                      
I	10	4135	GAL	LBS	M	6.4129000	                                      
I	10	4135	LBS	GAL	D	6.4129000	                                      
 	10	4146	GAL	LBS	M	6.1990000	                                      
 	10	4146	LBS	GAL	D	6.1990000	                                      
I	10	4192	GAL	LBS	M	6.8300000	                                      
I	10	4192	LBS	GAL	D	6.8300000	                                      
I	10	4193	GAL	LBS	M	6.8523000	                                      
I	10	4193	LBS	GAL	D	6.8523000	                                      
I	10	4194	GAL	LBS	M	6.6968000	                                      
I	10	4194	LBS	GAL	D	6.6968000	                                      
I	10	4221	GAL	LBS	M	6.5710000	                                      
I	10	4221	LBS	GAL	D	6.5710000	                                      
I	10	4223	GAL	LBS	M	6.7440000	                                      
I	10	4223	LBS	GAL	D	6.7440000	                                      
I	10	4225	GAL	LBS	M	6.6710000	                                      
I	10	4225	LBS	GAL	D	6.6710000	                                      
I	10	4228	GAL	LBS	M	6.7710000	                                      
I	10	4228	LBS	GAL	D	6.7710000	                                      
I	10	4301	GAL	LBS	M	7.2510000	                                      
