CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
 	10	4554	613	LI 	M	196.8000000	N	DRM	0	                          
I	10	7110	100	GAL	M	4.0000000	N	CAS	0	                          
I	10	7143	100	GAL	M	4.0000000	N	CAS	0	                          
I	10	4393	796	GAL	M	1.0000000	N	GAL	0	                          
I	10	7729	676	LBS	M	400.0000000	N	DRM	0	                          
I	10	7796	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7127	009	QTS	M	12.0000000	N	CAS	0	                          
I	10	7793	727	GAL	M	1.0000000	N	GAL	0	                          
I	10	6317	173	GAL	M	1.5000000	N	CAS	0	                          
I	10	6317	236	GAL	M	1.5000000	N	CAS	0	                          
I	10	6317	053	GAL	M	1.0000000	N	GAL	0	                          
I	10	6317	622	GAL	M	55.0000000	N	DRM	0	                          
I	10	6317	723	GAL	M	55.0000000	N	DRM	0	                          
I	10	6317	064	GAL	M	1.5000000	N	CAS	0	                          
I	10	7110	022	GAL	M	1.0000000	N	GAL	0	                          
 	10	8177	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7258	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	4586	613	GAL	M	52.0000000	N	DRM	0	                          
I	10	7782	588	GAL	M	55.0000000	N	DRM	0	                          
I	10	7109	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7109	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7355	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7116	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7116	601	GAL	M	55.0000000	N	DRM	0	                          
D	10	7876	551	LBS	M	35.0000000	N	PAL	0	                          
I	10	7876	551	CAS	M	1.0000000	N	PAL	0	                          
I	10	7876	550	LBS	M	35.0000000	N	PAL	0	                          
I	10	7113	009	QTS	M	12.0000000	N	CAS	0	                          
I	10	7064	236	GAL	M	1.0000000	N	CAS	0	                          
I	10	7127	236	GAL	M	1.0000000	N	CAS	0	                          
I	10	7143	236	GAL	M	1.0000000	N	CAS	0	                          
I	10	7168	236	GAL	M	1.0000000	N	CAS	0	                          
I	10	7256	565	GAL	M	275.0000000	N	TOT	0	                          
I	10	116V	688	LBS	M	2400.0000000	N	TOT	0	                          
 	10	7132	165	GAL	M	1.0000000	N	GAL	0	                          
I	10	7350	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7249	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7030	024	QTS	M	12.0000000	N	CAS	0	                          
I	10	4314	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7950	626	GAL	M	55.0000000	Y	DRM	0	                          
 	10	4129	646	KG 	M	171.0000000	N	DRM	13000000	                          
I	10	7423	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7925	024	QTS	M	12.0000000	N	CAS	0	                          
I	10	7790	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7262	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	4571	613	GAL	M	52.0000000	N	DRM	0	                          
I	10	7354	624	GAL	M	55.0000000	N	DRM	0	                          
 	10	7527	788	GAL	M	330.0000000	N	TOT	0	                          
 	10	7527	787	GAL	M	265.0000000	N	TOT	0	                          
I	10	7194	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7256	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	154V	525	GAL	M	5.0000000	N	PAL	0	                          
I	10	154V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	154V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	154V	664	GAL	M	55.0000000	N	DRM	0	                          
I	10	154V	041	GAL	M	3.0000000	N	CAS	0	                          
I	10	116V	688	TOT	M	1.0000000	N	TOT	0	                          
I	10	116V	688	GAL	M	330.0000000	N	TOT	0	                          
I	10	7940	601	GAL	M	55.0000000	N	DRM	0	                          
 	10	7940	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7710	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7792	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7793	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7424	165	GAL	M	1.0000000	N	GAL	0	                          
 	10	7367	787	GAL	M	265.0000000	N	TOT	0	                          
I	10	7030	003	GAL	M	330.0000000	N	TOT	0	                          
D	10	7506	035	LI 	M	1.0000000	N	LI 	0	                          
I	10	7507	035	LI 	M	1.0000000	N	LI 	0	                          
D	10	8098	035	LI 	M	1.0000000	N	LI 	0	                          
D	10	7507	043	LI 	M	1.0000000	N	LI 	0	                          
D	10	7506	043	LI 	M	1.0000000	N	LI 	0	                          
D	10	8098	043	LI 	M	1.0000000	N	LI 	0	                          
I	10	8098	319	GAL	M	30.0000000	N	CAS	0	                          
I	10	7198	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7249	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7256	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7258	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7262	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7260	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7261	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7257	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7261	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7257	570	GAL	M	1.0000000	N	GAL	0	                          
 	10	5015	646	GAL	M	55.0000000	Y	DRM	0	                          
 	10	155V	   	GAL	M	1.0000000	N	GAL	0	                          
I	10	7506	243	LI 	M	1.0000000	N	LI 	0	                          
I	10	8098	243	LI 	M	1.0000000	N	LI 	0	                          
I	10	7506	235	LI 	M	1.0000000	N	LI 	0	                          
I	10	8098	235	LI 	M	1.0000000	N	LI 	0	                          
I	10	7507	243	LI 	M	1.0000000	N	LI 	0	                          
I	10	7795	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7206	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7360	123	GAL	M	4.0000000	N	CAS	0	                          
 	10	7360	121	GAL	M	4.0000000	N	CAS	0	                          
I	10	7178	560	GAL	M	260.0000000	N	TOT	0	                          
 	10	4555	001	LBS	M	1.0000000	N	LBS	0	                          
I	10	7272	727	GAL	M	1.0000000	N	GAL	0	                          
I	10	7705	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7155	030	GAL	M	3.0000000	N	CAS	0	                          
I	10	7127	106	GAL	M	4.0000000	N	CAS	0	                          
 	10	8000	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	156V	041	GAL	M	3.0000000	N	CAS	0	                          
I	10	156V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	156V	300	GAL	M	5.0000000	N	CAS	0	                          
I	10	156V	510	GAL	M	5.0000000	N	PAL	0	                          
I	10	156V	621	GAL	M	55.0000000	N	DRM	0	                          
I	10	156V	047	GAL	M	330.0000000	N	TOT	0	                          
I	10	157V	042	GAL	M	3.0000000	N	CAS	0	                          
I	10	157V	128	GAL	M	4.0000000	N	CAS	0	                          
I	10	157V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	157V	525	GAL	M	5.0000000	N	PAL	0	                          
I	10	157V	631	GAL	M	55.0000000	N	DRM	0	                          
I	10	157V	048	GAL	M	330.0000000	N	TOT	0	                          
I	10	158V	300	GAL	M	5.0000000	N	CAS	0	                          
I	10	158V	314	GAL	M	30.0000000	N	CAS	0	                          
I	10	159V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	159V	320	GAL	M	30.0000000	N	CAS	0	                          
 	10	7767	096	LI 	M	12.0000000	N	CAS	0	                          
I	10	4134	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	8221	001	LBS	M	1.0000000	N	LBS	0	                          
I	10	6308	186	GAL	M	3.7500000	N	CAS	0	                          
I	10	4314	058	GAL	M	1.0000000	N	GAL	0	                          
 	10	9119	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4579	646	GAL	M	50.0000000	N	DRM	0	                          
I	10	148V	593	LBS	M	43.7500000	N	CAS	0	                          
I	10	105V	593	LBS	M	43.7500000	N	CAS	0	                          
I	10	7704	544	GAL	M	5.0000000	N	PAL	0	                          
I	10	7732	023	GAL	M	3.0000000	N	CAS	0	                          
I	10	147V	664	GAL	M	55.0000000	N	DRM	0	                          
I	10	6893	043	LI 	M	1.0000000	N	LI 	0	                          
I	10	6893	243	LI 	M	1.0000000	N	LI 	0	                          
I	10	8098	243	GAL	M	1.0000000	N	GAL	0	                          
I	10	6311	187	GAL	M	3.7500000	N	CAS	0	                          
I	10	6308	176	GAL	M	3.7500000	N	CAS	0	                          
I	10	7732	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7732	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	161V	041	GAL	M	3.0000000	N	CAS	0	                          
 	10	4454	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6312	188	GAL	M	3.7500000	N	CAS	0	                          
I	10	6314	189	GAL	M	3.7500000	N	CAS	0	                          
I	10	6308	208	GAL	M	3.8250000	N	CAS	0	                          
I	10	115V	525	GAL	M	5.0000000	N	PAL	0	                          
I	10	4548	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7206	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7110	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7262	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7260	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7261	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7263	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7354	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7355	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7312	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7794	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7799	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7794	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7704	587	GAL	M	55.0000000	N	DRM	0	                          
I	10	7178	174	GAL	M	1.5000000	N	CAS	0	                          
I	10	7926	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4324	001	LBS	M	1.0000000	N	LBS	0	                          
 	10	4554	613	LBS	M	417.0000000	N	DRM	0	                          
I	10	7799	646	GAL	M	400.0000000	N	DRM	0	                          
I	10	162V	320	GAL	M	30.0000000	N	CAS	0	                          
I	10	163V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	164V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	164V	164	GAL	M	55.0000000	N	GAL	0	                          
I	10	165V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	166V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	166V	621	GAL	M	55.0000000	N	DRM	0	                          
I	10	166V	340	GAL	M	275.0000000	N	TOT	0	                          
I	10	167V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	167V	300	GAL	M	5.0000000	N	CAS	0	                          
I	10	167V	621	GAL	M	55.0000000	N	DRM	0	                          
I	10	167V	340	GAL	M	275.0000000	N	TOT	0	                          
I	10	168V	128	GAL	M	4.0000000	N	CAS	0	                          
I	10	168V	306	GAL	M	5.0000000	N	CAS	0	                          
I	10	168V	631	GAL	M	55.0000000	N	DRM	0	                          
I	10	168V	340	GAL	M	275.0000000	N	TOT	0	                          
I	10	169V	128	GAL	M	4.0000000	N	CAS	0	                          
I	10	169V	631	GAL	M	55.0000000	N	DRM	0	                          
I	10	169V	340	GAL	M	275.0000000	N	TOT	0	                          
I	10	164V	664	GAL	M	55.0000000	N	DRM	0	                          
 	10	PM00	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM07	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM01	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM17	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM02	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM16	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM20	   	ECH	M	1.0000000	N	ECH	58100430	                          
I	10	7780	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7780	601	GAL	M	55.0000000	N	DRM	0	                          
 	10	PM21	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM22	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM04	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM05	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM13	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM06	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM03	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM23	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM24	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM25	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM26	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM27	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM28	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM29	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM30	   	ECH	M	1.0000000	N	ECH	58100415	                          
 	10	PM31	   	ECH	M	1.0000000	N	ECH	58100435	                          
 	10	Q334	   	ECH	M	1000.0000000	N	ECH	38800101	                          
 	10	Q302	   	ECH	M	500.0000000	N	ECH	38800101	                          
 	10	D421	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	P581	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	PLG1	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	D311	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	E002	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	E036	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	E042	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	F140	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	F141	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	F805	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	F806	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	F809	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	PM11	   	ECH	M	1.0000000	N	ECH	58100430	                          
 	10	PM14	   	ECH	M	1.0000000	N	ECH	58100430	                          
D	10	4325	586	GAL	M	330.0000000	N	TOT	0	                          
I	10	4324	586	GAL	M	274.0000000	N	TOT	0	                          
I	10	4315	586	GAL	M	277.0000000	N	TOT	0	                          
I	10	170V	510	GAL	M	5.0000000	N	PAL	0	                          
I	10	162V	041	GAL	M	3.0000000	N	CAS	0	                          
 	10	4313	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4312	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4554	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4570	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4571	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4579	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4586	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4590	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4608	653	GAL	M	52.0000000	N	DRM	0	                          
I	10	4612	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4618	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4555	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4577	653	GAL	M	52.0000000	N	DRM	0	                          
I	10	4324	586	LBS	M	2000.0000000	N	TOT	0	                          
I	10	4315	586	LBS	M	2000.0000000	N	TOT	0	                          
 	10	7377	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7377	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7377	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	137V	525	GAL	M	5.0000000	N	PAL	0	                          
I	10	145V	697	LBS	M	120.0000000	N	KEG	0	                          
D	10	4324	003	GAL	M	330.0000000	N	TOT	0	                          
D	10	4315	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	116V	697	LBS	M	120.0000000	N	KEG	0	                          
 	10	9300	001	GAL	M	7.2510000	N	LBS	0	                          
I	10	7129	009	QTS	M	12.0000000	N	CAS	0	                          
I	10	122V	284	GAL	M	1.5000000	N	CAS	0	                          
I	10	0400	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	1914	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1933	646	GAL	M	55.0000000	N	DRM	0	                          
I	10	4125	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4133	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6308	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	F807	   	ECH	M	1.0000000	N	ECH	13910003	                          
I	10	163V	041	GAL	M	3.0000000	N	CAS	0	                          
I	10	164V	041	GAL	M	3.0000000	N	CAS	0	                          
I	10	171V	120	GAL	M	4.0000000	N	CAS	0	                          
I	10	172V	042	GAL	M	3.0000000	N	CAS	0	                          
I	10	4309	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4554	653	LBS	M	417.0000000	N	DRM	0	                          
 	10	4608	653	LI 	M	197.0000000	N	DRM	0	                          
D	10	4315	650	LBS	M	2300.0000000	N	TOT	0	                          
I	10	4315	650	GAL	D	318.0000000	N	TOT	0	                          
I	10	4318	653	GAL	M	52.0000000	N	DRM	0	                          
I	10	4318	653	LBS	M	387.0000000	N	DRM	0	                          
I	10	4324	646	DRM	M	1.0000000	N	DRM	0	                          
 	10	4324	646	GAL	M	52.0000000	N	DRM	0	                          
I	10	4324	646	LBS	M	402.0000000	N	DRM	0	                          
D	10	4580	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	4111	646	KG 	M	161.0000000	N	DRM	0	                          
D	10	4309	650	LBS	M	2300.0000000	N	TOT	13000000	                          
 	10	4391	646	LBS	M	394.0000000	N	DRM	0	                          
 	10	4670	646	GAL	M	55.0000000	N	DRM	0	                          
 	10	4670	646	LBS	M	392.8500000	N	DRM	0	                          
I	10	4773	645	GAL	M	55.0000000	N	DRM	0	                          
 	10	4586	613	LBS	M	434.0000000	N	DRM	0	                          
 	10	4608	653	KG 	M	178.9830000	N	DRM	0	                          
 	10	4571	653	KG 	M	181.0000000	N	DRM	0	                          
D	10	4305	650	LBS	M	2300.0000000	N	TOT	13000000	                          
 	10	9631	797	GAL	M	313.0000000	N	TOT	13000000	                          
I	10	6308	049	GAL	M	260.0000000	N	TOT	13000000	                          
 	10	4313	653	KG 	M	180.0000000	N	DRM	0	                          
 	10	4570	653	KG 	M	178.0000000	N	DRM	0	                          
 	10	4590	653	KG 	M	171.0000000	N	DRM	13000000	                          
 	10	9631	787	GAL	M	330.0000000	N	TOT	13000000	                          
I	10	4550	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4660	903	BT2	M	1.0000000	N	BT2	0	                          
I	10	4660	904	BT5	M	1.0000000	N	BT5	0	                          
 	10	PM32	   	ECH	M	1.0000000	N	ECH	58100430	                          
I	10	7364	924	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	7312	924	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	7396	924	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	7312	952	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	7364	952	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	7364	921	GAL	M	5.0000000	N	PAL	13000000	                          
 	10	4555	613	GAL	M	52.0000000	N	DRM	13000000	                          
I	10	7178	185	GAL	M	3.7500000	N	CAS	13000000	                          
I	10	1204	151	GAL	M	1.0000000	N	PAL	13000000	                          
I	10	2123	151	GAL	M	1.0000000	N	PAL	13000000	                          
I	10	7393	003	GAL	M	330.0000000	N	TOT	13000000	                          
D	10	7526	096	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	7397	601	GAL	M	55.0000000	N	DRM	13000000	                          
 	10	4554	653	LI 	M	196.8000000	N	DRM	0	                          
I	10	7362	924	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	7374	924	GAL	M	55.0000000	N	DRM	13000000	                          
 	10	7350	213	GAL	M	1.5000000	N	CAS	0	                          
I	10	173V	546	LBS	M	35.0000000	N	PAL	13000000	                          
 	10	7536	582	GAL	M	55.0000000	N	DRM	13000000	                          
 	10	7527	582	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	7529	582	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	4115	003	GAL	M	330.0000000	N	TOT	13000000	                          
I	10	4115	005	GAL	M	275.0000000	N	TOT	13000000	                          
I	10	4115	501	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	7110	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7113	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7117	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7030	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7115	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7139	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7140	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7144	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7156	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7157	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7158	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7177	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7196	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7300	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7360	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7365	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7424	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7500	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	7531	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7710	333	GAL	M	300.0000000	N	TOT	13000000	                          
 	10	7730	333	GAL	M	300.0000000	N	TOT	13000000	                          
I	10	4551	646	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	4551	646	LBS	M	384.0000000	N	DRM	13000000	                          
I	10	7797	670	LBS	M	400.0000000	N	DRM	13000000	                          
I	10	4327	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	4327	001	LBS	M	1.0000000	N	LBS	13000000	                          
I	10	7142	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7143	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7206	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7423	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7119	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7115	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7120	008	GAL	M	3.0000000	N	CAS	0	                          
I	10	7198	114	GAL	M	4.0000000	N	CAS	0	                          
I	10	7196	114	GAL	M	4.0000000	N	CAS	0	                          
 	10	7360	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7312	923	GAL	M	55.0000000	N	DRM	0	                          
 	10	7931	229	Z24	M	1.0000000	N	CAS	0	                          
 	10	7931	228	Z11	M	1.0000000	N	CAS	0	                          
I	10	7196	009	CSQ	M	1.0000000	N	CAS	0	                          
I	10	7196	100	CSG	M	1.0000000	N	CAS	0	                          
I	10	7194	009	CSQ	M	1.0000000	N	CAS	0	                          
I	10	7194	100	CSG	M	1.0000000	N	CAS	0	                          
 	10	7933	228	Z11	M	1.0000000	N	CAS	0	                          
 	10	4459	001	KG 	M	1.0000000	N	KG 	0	                          
I	10	7916	009	CAS	M	1.0000000	N	CAS	0	                          
I	10	4575	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4575	653	GAL	M	52.0000000	N	DRM	0	                          
 	10	8160	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4575	001	LBS	M	1.0000000	N	LBS	0	                          
I	10	4575	653	LBS	M	394.0000000	N	DRM	0	                          
I	10	7791	770	LBS	M	400.0000000	N	DRM	0	                          
I	10	7536	787	GAL	M	1.0000000	N	TOT	0	                          
 	10	LT70	   	ECH	M	1.0000000	N	ECH	11335004	                          
I	10	6318	053	GAL	M	1.0000000	N	GAL	0	                          
I	10	6318	175	GAL	M	1.5000000	N	CAS	0	                          
I	10	6318	622	GAL	M	55.0000000	N	DRM	0	                          
I	10	6318	177	GAL	M	3.7500000	N	CAS	0	                          
I	10	7272	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7272	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7273	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	7277	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	7277	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7285	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7264	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7264	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7264	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7272	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7273	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7277	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7284	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7285	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7264	668	PAL	M	1.0000000	N	PAL	0	                          
I	10	7272	668	GAL	M	5.0000000	N	PAL	0	                          
I	10	7264	668	GAL	M	5.0000000	N	PAL	0	                          
I	10	7273	668	GAL	M	5.0000000	N	PAL	0	                          
I	10	7273	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7277	668	GAL	M	5.0000000	N	PAL	0	                          
 	10	7284	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	7284	668	GAL	M	5.0000000	N	PAL	0	                          
 	10	7284	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7285	668	GAL	M	5.0000000	N	PAL	0	                          
I	10	7285	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	8201	653	GAL	M	52.0000000	N	DRM	0	                          
I	10	7272	416	GAL	M	330.0000000	N	TOT	0	                          
 	10	7305	416	GAL	M	330.0000000	N	TOT	0	                          
 	10	7365	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7305	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7422	732	GAL	M	55.0000000	N	DRM	0	                          
 	10	7305	668	GAL	M	5.0000000	N	PAL	0	                          
 	10	7305	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	7305	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7763	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7743	551	LBS	M	35.0000000	N	PAL	0	                          
I	10	7743	701	LBS	M	120.0000000	N	KEG	0	                          
 	10	4313	653	LBS	M	396.0000000	N	DRM	0	                          
I	10	7129	009	CAS	M	1.0000000	N	CAS	0	                          
 	10	7367	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7367	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7196	416	GAL	M	330.0000000	N	TOT	0	                          
I	10	7196	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7424	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7381	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7522	582	GAL	M	55.0000000	N	DRM	0	                          
I	10	7272	583	GAL	M	55.0000000	N	DRM	0	                          
I	10	7196	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	7196	501	PAL	M	1.0000000	N	PAL	0	                          
 	10	4554	095	GAL	M	1.0000000	N	GAL	0	                          
