CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
I	10	7362	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7363	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7363	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7363	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7363	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7363	022	GAL	M	1.0000000	N	GAL	0	                          
 	10	7363	068	GAL	M	1.0000000	N	GAL	0	                          
I	10	7363	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7363	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7363	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7363	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7363	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7363	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7363	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7363	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7363	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7363	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7364	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7364	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7364	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7364	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7364	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7364	052	GAL	M	1.0000000	N	GAL	0	                          
 	10	7364	068	GAL	M	1.0000000	N	GAL	0	                          
I	10	7364	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7364	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7364	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7364	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7364	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	623	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7364	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7365	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7365	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7365	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7365	009	QTS	M	12.0000000	N	CAS	0	                          
I	10	7365	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7365	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7365	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7365	100	GAL	M	4.0000000	N	CSG	0	                          
I	10	7365	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7365	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7365	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7365	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7365	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	613	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7365	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7366	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7366	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7366	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7366	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7366	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7366	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7366	501	ECH	M	1.0000000	N	PAL	0	                          
I	10	7366	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7366	501	PAL	M	1.0000000	N	PAL	0	                          
I	10	7366	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7366	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7366	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7366	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7366	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7366	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7366	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7367	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7367	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7367	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7367	005	GAL	M	260.0000000	N	TOT	0	                          
I	10	7367	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7367	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7367	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7367	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7367	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7367	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7367	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7368	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7368	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7368	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7368	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7368	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7368	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7368	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7368	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7368	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7368	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7369	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7369	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7369	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7369	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7369	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7369	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7370	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7370	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7370	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7370	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7370	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	7371	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7371	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7372	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7373	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7373	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7373	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7373	022	GAL	M	1.0000000	N	GAL	0	                          
D	10	7373	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	7373	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7373	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7373	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7374	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7374	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7374	004	GAL	M	220.0000000	N	TOT	0	                          
I	10	7374	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7374	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7374	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7374	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7374	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7374	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	602	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	613	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7374	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	7375	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7375	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7375	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7375	509	GAL	M	5.0000000	N	PAL	0	                          
I	10	7375	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7375	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7375	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	7376	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7376	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7376	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7376	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7376	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7376	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7376	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7378	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7378	522	GAL	M	5.0000000	N	PAL	0	                          
I	10	7379	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7379	522	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7380	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7380	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7380	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7380	052	GAL	M	1.0000000	N	GAL	0	                          
 	10	7380	068	GAL	M	1.0000000	N	GAL	0	                          
 	10	7380	161	GAL	M	1.0000000	N	GAL	0	                          
I	10	7380	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	501	PAL	M	1.0000000	N	PAL	0	                          
I	10	7380	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	505	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	509	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	520	GAL	M	5.0000000	N	PAL	0	                          
I	10	7380	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	602	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	614	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7380	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7381	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7381	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7381	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7381	052	GAL	M	1.0000000	N	GAL	0	                          
 	10	7381	068	GAL	M	1.0000000	N	GAL	0	                          
I	10	7381	109	GAL	M	4.0000000	N	CAS	0	                          
 	10	7381	161	GAL	M	1.0000000	N	GAL	0	                          
I	10	7381	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7381	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7381	501	PAL	M	1.0000000	N	PAL	0	                          
I	10	7381	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7381	505	GAL	M	5.0000000	N	PAL	0	                          
I	10	7381	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	602	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7381	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7382	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7382	003	GAL	M	330.0000000	N	TOT	0	                          
I	10	7382	004	GAL	M	220.0000000	N	TOT	0	                          
I	10	7382	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7382	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7382	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7382	030	GAL	M	3.0000000	N	CAS	0	                          
I	10	7382	052	GAL	M	1.0000000	N	GAL	0	                          
 	10	7382	068	GAL	M	1.0000000	N	GAL	0	                          
I	10	7382	109	GAL	M	4.0000000	N	CAS	0	                          
 	10	7382	161	GAL	M	1.0000000	N	GAL	0	                          
I	10	7382	201	GAL	M	6.0000000	N	CAS	0	                          
I	10	7382	202	GAL	M	6.0000000	N	CAS	0	                          
I	10	7382	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7382	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7382	501	PAL	M	1.0000000	N	PAL	0	                          
I	10	7382	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7382	509	GAL	M	5.0000000	N	PAL	0	                          
I	10	7382	535	GAL	M	5.0000000	N	PAL	0	                          
I	10	7382	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7382	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	7383	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7383	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7383	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7383	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7383	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7384	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7384	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7384	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7384	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7384	160	GAL	M	1.0000000	Y	GAL	0	                          
I	10	7384	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7384	509	GAL	M	5.0000000	N	PAL	0	                          
I	10	7384	521	GAL	M	5.0000000	Y	PAL	0	                          
I	10	7384	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7384	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7384	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7384	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7385	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7385	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7385	021	GAL	M	1.0000000	N	GAL	0	                          
 	10	7385	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7385	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7385	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7385	601	GAL	M	55.0000000	N	DRM	0	                          
 	10	7386	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7386	002	GAL	M	1.0000000	N	GAL	0	                          
 	10	7386	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7386	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7386	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7386	522	GAL	M	5.0000000	N	PAL	0	                          
I	10	7386	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7389	624	GAL	M	55.0000000	N	DRM	0	                          
 	10	7390	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7390	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7390	051	GAL	M	300.0000000	N	TOT	0	                          
D	10	7390	052	GAL	M	1.0000000	N	GAL	0	                          
I	10	7390	624	GAL	M	55.0000000	N	DRM	0	                          
 	10	7391	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7391	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7391	004	GAL	M	220.0000000	N	TOT	0	                          
I	10	7391	021	GAL	M	1.0000000	N	GAL	0	                          
